id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,0.8547449967721111,0.5634718008790636,0.873150158468718,0.0271517493024254,0.0171686746987951,,0.0703037691760642,0.9119809464637052,0.5580389873636089
1,0.8536690337852378,0.596511779252896,0.8341194379975543,0.0346640910066538,0.021285140562249,,0.1079955298181448,0.5702599150875013,0.4122784318799327
2,0.7062621045836024,0.8848606814245237,0.8885228719023732,0.0108392358875295,0.0616465863453815,,0.2410850350502895,0.8436367401884642,0.5255423297537413
3,0.5653109533032064,0.3802501026241753,0.8068178982306407,0.0247907276239536,0.4367469879518073,,0.1120593315046225,0.3144869006937972,0.6108972700219951
4,0.4329675059177965,0.3732416223630593,0.6958398842055351,0.0106245975531229,0.9528112449799196,0.9327308561554782,0.1171390836127197,0.1612301957129543,0.4980269116315176
5,0.7030342156229826,0.9389261005817038,0.9069651368820344,0.0150246834084567,0.110441767068273,4.8996033128547314e-06,0.3203291679366047,0.8923060992026509,0.4176747746582137
6,0.5491715085001077,0.4573433854964507,0.8489181702478101,0.000429276668813,0.5040160642570282,1.3554230476135018e-06,0.1201869348775779,0.1777984881433157,0.3371016086600249
7,0.8525930707983645,0.729672904214099,0.8522123231264506,0.0372397510195321,0.0219879518072289,,0.3254089200447019,0.3890442166304235,0.3339640746970285
8,0.8020228104153219,0.4473312708377137,0.761148960594944,0.0952994204764971,0.060441767068273,7.931734871219752e-07,0.09885197602357,0.7835766801284043,0.6979180144046232
9,0.5341080266838822,0.1870162897105498,0.6935439594719373,0.009014810045074,0.4959839357429719,,0.1049476785532866,0.1715853784819302,0.5797106137059559
10,0.8687325156014634,0.5164148619829995,0.6670659579246837,0.0690062245116978,0.004578313253012,0.0003393577704395,0.0718276948084933,0.8778088433260847,0.5530631388277913
11,0.7245534753604477,0.7256680583506042,0.8344688178483193,0.0149173642412534,0.3805220883534136,1.58634697424395e-06,0.4625622269633242,0.9285492388940664,0.4865711390003018
12,0.4921454701958253,0.8478158571871964,0.895859848768436,0.0310152393217428,0.0058333333333333,,0.2014629686071319,0.425287356321839,0.3522933109069738
13,0.3490423929416829,0.9739685018872836,0.906016820144244,0.1264219789654432,0.0001536144578313,0.0002469881997873,0.2136543736665651,0.1415553484519001,0.885652520809074
14,0.8590488487196041,0.5244245537099891,0.8140550522821991,0.1339343206696716,0.0444779116465863,0.0074086419765481,0.1841918114396017,0.3445169307238273,0.7564475783844395
15,0.2554336130837099,0.0947045925569939,0.4900301964013875,0.0163125134148959,0.8473895582329317,0.8584335928048121,0.1120593315046225,0.2875634254944599,0.2701675507827661
16,0.2801807617817947,0.2410817088677299,0.6184522472611116,0.0203906417686198,0.9447791164658634,0.9337348732277844,0.1516813979477801,0.4273583928756342,0.2724209686462241
17,0.6470841403055736,0.4062816007368916,0.7653664745077488,0.0193174500965872,0.7158634538152611,,0.1008838768668089,0.3300196748472611,0.5246258679432441
18,0.319991392296105,0.9769721362849048,0.8350927104389708,0.1081777205408886,1.606425702811245e-05,0.8955822244801451,0.0907243726506146,0.2709951330640986,0.6967966964247208
19,0.4512588766946417,0.4433264249742188,0.8348930648099623,0.009014810045074,0.8604417670682731,,0.1272985878289139,0.2254323288806047,0.4170332513908655
20,0.588982139014418,0.5023979014607675,0.8122083302138704,0.0505473277527366,0.4477911646586345,,0.1598090013207355,0.4708501605053329,0.5663140984172165
21,0.4673983214977405,0.0622653410626858,0.5178058945371964,0.0223223867782786,0.9879518072289156,0.9297188049385592,0.0958041247587117,0.1363777570674122,0.256986673567085
22,0.5760705831719389,0.7587080367244365,0.8910933093758578,0.0204979609358231,0.1415662650602409,,0.1587930508991161,0.5143419281350315,0.2716824082459999
23,0.6137292877125028,0.4453288479059663,0.7749245089965311,0.0127709808971882,0.3383534136546185,,0.1526973483693996,0.164336750543647,0.6065952904644843
24,0.4964493221433184,0.5314330339711051,0.7102393251977739,0.0134148959004078,0.5652610441767068,0.0004357434093809,0.3762064411256731,0.3186289738013876,0.3484333893992323
25,0.337206800086077,0.7066450404990038,0.7583040103815727,0.0354153251770766,0.6706827309236949,3.5943811188565455e-05,0.3508076805851874,0.7576887232059646,0.3156024927761245
26,0.8256939961265333,0.5314330339711051,0.877866786454044,0.2992058381626958,0.0219879518072289,2.821287973180696e-05,0.113075281926242,0.6996996996996997,0.3056669685599689
27,0.6933505487411233,0.5784899728671692,0.7641686007336976,0.4236960721184803,0.288152610441767,,0.1252666869856751,0.7183390286838562,0.6051774701341268
28,0.9117710350763936,0.6946305029085192,0.8406079209403309,0.1199828289332474,0.2469879518072289,,0.0661383724474245,0.9761830796313554,0.379792556173718
29,0.7718958467828708,0.7096486748966249,0.8793142172643558,0.0737282678686413,0.0296184738955823,,0.1791120593315046,0.6779538158848504,0.5357959201276576
30,0.4039165052722187,0.8888655272880185,0.8357665144368746,0.0259712384631895,2.3895582329317268e-05,0.0008744988699787,0.8679264451894748,0.3372683027855441,0.3414574977358002
31,0.6707553260167851,0.3462089127844692,0.7376905991864441,0.0258639192959862,0.5512048192771085,,0.0761962816214568,0.4335715025370197,0.2665933497218268
32,0.4630944695502474,0.9739685018872836,0.8898455241945546,0.0985189954925949,0.0005481927710843,0.2259028372518446,0.3254089200447019,0.2471782126954541,0.42259132272394
33,0.8063266623628149,0.4623494428258193,0.7131092311147713,0.017600343421335,0.2570281124497992,0.0853404471289629,0.0947881743370923,0.3579786683234959,0.438947470565403
34,0.1155584247901872,0.1469678310756015,0.509420778118839,0.0123417042283751,0.958835341365462,0.9006023098416767,0.0968200751803312,0.0224707466086776,0.2472020960020701
35,0.4889175812352055,0.3862573714194175,0.7097901225325047,0.4140373470701867,0.0756024096385542,,0.0333231738291171,0.4584239411825619,0.2887124250657695
36,0.755756401979772,0.5154136505171257,0.7969853510019715,0.0790942262288044,0.0289156626506024,,0.0821903891090115,,0.68148639323759
37,0.5922100279750377,0.4813724606774197,0.769010007237154,0.1221292122773127,0.3002008032128514,,0.0375901655999187,0.8809153981567774,0.2321936861172208
38,0.5050570260383044,0.620540854433865,0.8468468468468469,0.0068684267010088,0.1305220883534136,,0.1598090013207355,0.6199647923785855,0.3592099021003148
39,0.2220787604906391,0.2931447050931627,0.6991090813805495,0.0063318308649924,0.7740963855421688,0.6997988953804171,0.0927562734938535,0.0221600911256083,0.5789019709319877
40,0.4189799870884442,0.8538231259824387,0.7908712036135859,0.0213565142734492,4.63855421686747e-05,0.0160632691398284,0.2339733820989535,0.4035414725069897,
41,0.5168926188939101,0.4243034071226184,0.758029497641686,0.030693281820133,0.429718875502008,,0.2055267702936097,0.2285388837112975,0.3099258205028679
42,0.5567032494082204,0.6756074850569189,0.699283771305932,0.0067611075338055,0.00089859437751,1.295182023275124e-06,0.047546479731789,0.6810603707155432,0.3526922413421314
43,0.6158812136862493,0.7997577068252586,0.8166754011629358,0.2262288044644773,0.5491967871485944,,0.1333942903586305,0.4946670808739773,0.3353172036054686
44,0.764364105874758,0.6555832557394448,0.7183000174689925,0.2391071045288688,0.110441767068273,,0.0646144468149954,0.7970384177280729,0.368002544529262
45,0.4071443942328384,0.9509406381721884,0.8674602580419755,0.0540888602704443,4.64859437751004e-05,0.233934973830295,0.3406481763689932,0.4584239411825619,0.7252501401647474
46,0.5437916935657413,0.7677189399172999,0.8639664595343266,0.0160978750804893,0.0278112449799196,,0.0577059839479833,0.5816506161333748,0.5037790572303446
47,0.4125242091672047,0.8578279718459335,0.8239624666217464,0.0156685984116763,0.0008463855421686,0.0024387574686319,0.1669206542720715,0.3331262296779538,0.7514663388967955
48,0.5868302130406714,0.1609847915978333,0.6743031119762422,0.0129856192315947,0.9839357429718876,0.9026103439862893,0.0897084222289952,0.1115253184218701,0.3505142968042437
49,0.4878416182483323,0.6575856786711921,0.8177235407152305,0.0418544752092723,0.5140562248995985,,0.1973991669206543,0.70384177280729,0.621786992711433
50,0.4598665805896278,0.9749697133531572,0.8729006014324574,0.0877870787722687,7.500000000000001e-05,0.0183725084061329,0.1882556131260794,0.525732629180905,0.5898078664769051
51,0.6040456208306435,0.374242833828933,0.7025529684809463,0.006975745868212,0.7038152610441767,2.0080341446125962e-07,0.1079955298181448,0.5070933001967485,0.5501681976969853
52,0.332902948138584,0.4233021956567446,0.8614958448753463,0.0092294483794805,0.642570281124498,,0.1709844559585492,0.1684788236512374,0.8034674602147756
53,0.5255003227888961,0.3462089127844692,,0.0139514917364241,0.7740963855421688,0.0017560258594637,0.1100274306613837,0.4967381174277726,0.4700532626040453
